order_id,logistics_cost,warehouse_cost,sla_breach_flag
55992,163,57,0
55993,318,115,1
55994,284,108,1
55995,214,50,1
55996,301,72,1
55997,134,112,0
55998,81,63,0
55999,160,119,0
56000,280,54,1
56001,273,94,1
56002,248,86,1
56003,129,51,0
56004,141,48,0
56005,94,93,0
56006,102,71,0
56007,97,87,0
56008,141,89,0
56009,146,99,0
56010,103,79,0
56011,261,100,1
56012,365,90,1
56013,366,95,1
56014,83,100,0
56015,275,60,1
56016,126,74,0
56017,92,97,0
56018,161,72,0
56019,258,68,1
56020,136,56,0
56021,167,84,0
56022,324,73,1
56023,360,59,1
56024,141,85,0
56025,104,116,0
56026,272,43,1
56027,101,70,0
56028,258,86,1
56029,178,41,0
56030,134,45,0
56031,162,50,0
56032,327,47,1
56033,126,101,0
56034,166,50,0
56035,171,71,0
56036,124,111,0
56037,84,95,0
56038,390,117,1
56039,88,112,0
56040,132,73,0
56041,391,53,1
56042,98,99,0
56043,234,107,1
56044,314,103,1
56045,257,50,1
56046,176,63,0
56047,396,49,1
56048,154,64,0
56049,107,57,0
56050,87,65,0
56051,132,102,0
56052,125,80,0
56053,206,44,1
56054,155,49,0
56055,240,80,1
56056,352,46,1
56057,263,105,1
56058,141,106,0
56059,124,111,0
56060,96,43,0
56061,204,52,1
56062,138,77,0
56063,132,105,0
56064,299,49,1
56065,110,82,0
56066,206,74,1
56067,135,87,0
56068,368,72,1
56069,226,88,1
56070,120,111,0
56071,289,113,1
56072,167,58,0
56073,96,105,0
56074,121,52,0
56075,167,84,0
56076,359,70,1
56077,142,108,0
56078,178,101,0
56079,356,93,1
56080,123,59,0
56081,156,62,0
56082,131,92,0
56083,85,41,0
56084,354,98,1
56085,218,55,1
56086,89,78,0
56087,81,116,0
56088,102,90,0
56089,230,68,1
56090,136,65,0
56091,128,56,0
56092,264,45,1
56093,357,49,1
56094,281,76,1
56095,370,69,1
56096,96,89,0
56097,387,67,1
56098,165,56,0
56099,160,108,0
56100,205,75,1
56101,161,103,0
56102,256,57,1
56103,260,100,1
56104,178,117,0
56105,318,77,1
56106,129,55,0
56107,351,96,1
56108,118,87,0
56109,126,89,0
56110,372,66,1
56111,381,70,1
56112,148,103,0
56113,249,69,1
56114,376,112,1
56115,129,65,0
56116,112,92,0
56117,271,78,1
56118,376,70,1
56119,103,110,0
56120,116,96,0
56121,114,108,0
56122,120,73,0
56123,363,71,1
56124,280,65,1
56125,122,71,0
56126,398,52,1
56127,386,82,1
56128,87,48,0
56129,124,41,0
56130,150,86,0
56131,377,47,1
56132,250,98,1
56133,149,76,0
56134,145,65,0
56135,295,117,1
56136,345,79,1
56137,102,102,0
56138,205,119,1
56139,141,73,0
56140,129,49,0
56141,131,90,0
56142,177,93,0
56143,135,104,0
56144,118,42,0
56145,116,74,0
56146,95,54,0
56147,159,110,0
56148,113,76,0
56149,85,49,0
56150,140,103,0
56151,333,63,1
56152,250,111,1
56153,109,110,0
56154,91,52,0
56155,332,81,1
56156,224,92,1
56157,363,54,1
56158,217,77,1
56159,333,81,1
56160,127,106,0
56161,132,69,0
56162,163,46,0
56163,172,99,0
56164,150,76,0
56165,88,79,0
56166,120,73,0
56167,165,87,0
56168,380,94,1
56169,233,77,1
56170,169,88,0
56171,147,48,0
56172,250,42,1
56173,357,47,1
56174,170,98,0
56175,118,46,0
56176,340,46,1
56177,330,87,1
56178,119,40,0
56179,95,82,0
56180,166,57,0
56181,118,114,0
56182,170,50,0
56183,324,40,1
56184,240,60,1
56185,116,72,0
56186,84,105,0
56187,150,91,0
56188,128,107,0
56189,283,68,1
56190,236,91,1
56191,126,98,0
56192,84,74,0
56193,112,90,0
56194,324,51,1
56195,158,57,0
56196,282,105,1
56197,267,86,1
56198,146,50,0
56199,149,64,0
56200,118,94,0
56201,138,94,0
56202,99,43,0
56203,91,59,0
56204,278,62,1
56205,398,55,1
56206,121,44,0
56207,103,107,0
56208,102,55,0
56209,178,41,0
56210,395,68,1
56211,260,47,1
56212,97,45,0
56213,84,55,0
56214,295,112,1
56215,113,117,0
56216,104,119,0
56217,369,69,1
56218,165,44,0
56219,106,69,0
56220,161,44,0
56221,306,56,1
56222,91,69,0
56223,150,64,0
56224,347,113,1
56225,121,109,0
56226,152,101,0
56227,164,74,0
56228,174,80,0
56229,363,86,1
56230,83,54,0
56231,98,99,0
56232,147,43,0
56233,266,72,1
56234,80,68,0
56235,306,68,1
56236,227,96,1
56237,112,42,0
56238,153,93,0
56239,127,48,0
56240,125,99,0
56241,86,101,0
56242,166,55,0
56243,158,117,0
56244,157,100,0
56245,148,87,0
56246,248,111,1
56247,352,92,1
56248,139,59,0
56249,85,115,0
56250,89,42,0
56251,143,60,0
56252,153,52,0
56253,123,52,0
56254,107,75,0
56255,395,110,1
56256,301,57,1
56257,271,63,1
56258,150,58,0
56259,127,42,0
56260,247,45,1
56261,135,58,0
56262,101,67,0
56263,378,46,1
56264,382,61,1
56265,107,67,0
56266,398,100,1
56267,336,65,1
56268,389,111,1
56269,379,104,1
56270,254,47,1
56271,148,118,0
56272,135,54,0
56273,275,96,1
56274,150,68,0
56275,342,87,1
56276,96,54,0
56277,312,99,1
56278,147,49,0
56279,359,54,1
56280,329,99,1
56281,131,109,0
56282,377,86,1
56283,211,92,1
56284,90,109,0
56285,142,71,0
56286,245,109,1
56287,112,46,0
56288,148,57,0
56289,219,69,1
56290,383,91,1
56291,272,93,1
56292,122,50,0
56293,147,92,0
56294,302,63,1
56295,250,57,1
56296,239,119,1
56297,288,78,1
56298,261,70,1
56299,391,106,1
56300,167,109,0
56301,136,50,0
56302,284,98,1
56303,149,64,0
56304,376,59,1
56305,170,72,0
56306,361,83,1
56307,308,58,1
56308,251,83,1
56309,177,90,0
56310,150,78,0
56311,99,56,0
56312,121,101,0
56313,308,70,1
56314,378,75,1
56315,112,49,0
56316,235,88,1
56317,326,90,1
56318,263,105,1
56319,329,64,1
56320,168,74,0
56321,140,101,0
56322,176,53,0
56323,100,55,0
56324,384,52,1
56325,89,83,0
56326,202,57,1
56327,117,60,0
56328,160,87,0
56329,309,63,1
56330,298,78,1
56331,310,72,1
56332,360,80,1
56333,96,70,0
56334,263,111,1
56335,381,77,1
56336,238,69,1
56337,246,45,1
56338,257,54,1
56339,268,67,1
56340,113,60,0
56341,388,48,1
56342,100,54,0
56343,263,89,1
56344,172,45,0
56345,130,44,0
56346,297,55,1
56347,273,63,1
56348,332,69,1
56349,129,115,0
56350,232,62,1
56351,228,44,1
56352,112,53,0
56353,128,90,0
56354,116,40,0
56355,90,75,0
56356,116,57,0
56357,330,114,1
56358,87,49,0
56359,267,117,1
56360,119,48,0
56361,228,77,1
56362,174,80,0
56363,170,64,0
56364,126,62,0
56365,86,66,0
56366,360,112,1
56367,200,49,1
56368,113,55,0
56369,237,67,1
56370,267,111,1
56371,160,82,0
56372,152,60,0
56373,296,118,1
56374,221,114,1
56375,125,75,0
56376,352,106,1
56377,122,106,0
56378,91,63,0
56379,354,93,1
56380,114,100,0
56381,386,56,1
56382,110,78,0
56383,159,76,0
56384,101,55,0
56385,296,104,1
56386,291,45,1
56387,88,69,0
56388,215,50,1
56389,125,53,0
56390,342,62,1
56391,350,107,1
56392,147,95,0
56393,86,102,0
56394,96,101,0
56395,89,41,0
56396,166,62,0
56397,391,53,1
56398,95,117,0
56399,123,75,0
56400,215,50,1
56401,144,62,0
56402,155,43,0
56403,358,45,1
56404,394,57,1
56405,203,67,1
56406,89,88,0
56407,148,109,0
56408,104,67,0
56409,113,55,0
56410,107,114,0
56411,88,105,0
56412,168,49,0
56413,317,99,1
56414,231,114,1
56415,169,113,0
56416,83,65,0
56417,178,40,0
56418,150,54,0
56419,149,55,0
56420,83,61,0
56421,140,47,0
56422,399,117,1
56423,358,61,1
56424,130,96,0
56425,128,70,0
56426,111,118,0
56427,135,62,0
56428,117,41,0
56429,91,97,0
56430,94,60,0
56431,171,100,0
56432,387,73,1
56433,109,69,0
56434,100,63,0
56435,150,90,0
56436,300,52,1
56437,104,75,0
56438,341,84,1
56439,136,76,0
56440,93,61,0
56441,165,99,0
56442,110,91,0
56443,153,87,0
56444,178,70,0
56445,131,53,0
56446,88,102,0
56447,173,64,0
56448,368,100,1
56449,340,78,1
56450,116,50,0
56451,105,95,0
56452,313,61,1
56453,121,82,0
56454,120,74,0
56455,90,41,0
56456,378,47,1
56457,87,99,0
56458,130,55,0
56459,280,109,1
56460,128,99,0
56461,208,94,1
56462,130,66,0
56463,332,69,1
56464,150,55,0
56465,99,87,0
56466,274,43,1
56467,290,64,1
56468,138,115,0
56469,167,100,0
56470,177,80,0
56471,170,65,0
56472,171,105,0
56473,244,76,1
56474,131,98,0
56475,144,90,0
56476,126,82,0
56477,151,48,0
56478,92,42,0
56479,117,100,0
56480,394,101,1
56481,372,72,1
56482,139,46,0
56483,84,82,0
56484,234,78,1
56485,176,84,0
56486,90,116,0
56487,164,65,0
56488,103,60,0
56489,93,55,0
56490,99,45,0
56491,145,97,0
56492,129,42,0
56493,360,57,1
56494,164,110,0
56495,96,59,0
56496,219,80,1
56497,281,70,1
56498,87,83,0
56499,110,107,0
56500,358,93,1
56501,164,107,0
56502,384,93,1
56503,88,69,0
56504,80,117,0
56505,259,55,1
56506,219,87,1
56507,119,74,0
56508,167,56,0
56509,104,51,0
56510,114,53,0
56511,290,62,1
56512,170,68,0
56513,89,115,0
56514,82,65,0
56515,350,67,1
56516,269,73,1
56517,127,75,0
56518,134,107,0
56519,178,80,0
56520,144,69,0
56521,304,110,1
56522,164,48,0
56523,317,54,1
56524,136,92,0
56525,304,115,1
56526,140,40,0
56527,344,69,1
56528,114,44,0
56529,127,40,0
56530,392,73,1
56531,313,106,1
56532,95,49,0
56533,115,116,0
56534,162,103,0
56535,229,90,1
56536,173,82,0
56537,105,107,0
56538,80,68,0
56539,161,49,0
56540,359,90,1
56541,212,109,1
56542,289,100,1
56543,133,104,0
56544,126,85,0
56545,336,107,1
56546,104,114,0
56547,140,64,0
56548,366,47,1
56549,98,62,0
56550,172,74,0
56551,318,49,1
56552,177,115,0
56553,130,84,0
56554,163,101,0
56555,169,44,0
56556,110,89,0
56557,235,110,1
56558,138,93,0
56559,266,41,1
56560,168,116,0
56561,237,104,1
56562,222,72,1
56563,290,89,1
56564,162,69,0
56565,305,98,1
56566,291,116,1
56567,381,103,1
56568,360,51,1
56569,153,89,0
56570,86,118,0
56571,94,101,0
56572,125,50,0
56573,372,77,1
56574,102,112,0
56575,146,47,0
56576,339,41,1
56577,163,112,0
56578,263,119,1
56579,176,101,0
56580,147,47,0
56581,102,103,0
56582,158,90,0
56583,386,101,1
56584,111,66,0
56585,338,86,1
56586,152,113,0
56587,321,86,1
56588,167,70,0
56589,97,100,0
56590,110,51,0
56591,385,98,1
56592,142,78,0
56593,263,100,1
56594,393,55,1
56595,335,111,1
56596,158,85,0
56597,237,64,1
56598,145,45,0
56599,112,41,0
56600,173,43,0
56601,398,99,1
56602,149,40,0
56603,274,89,1
56604,97,82,0
56605,151,102,0
56606,174,77,0
56607,303,107,1
56608,83,102,0
56609,82,58,0
56610,96,74,0
56611,93,113,0
56612,139,68,0
56613,118,107,0
56614,394,59,1
56615,119,87,0
56616,178,94,0
56617,367,80,1
56618,128,66,0
56619,81,74,0
56620,367,118,1
56621,102,105,0
56622,377,71,1
56623,121,117,0
56624,87,92,0
56625,299,47,1
56626,216,112,1
56627,206,90,1
56628,104,52,0
56629,86,88,0
56630,175,110,0
56631,178,102,0
56632,394,76,1
56633,284,93,1
56634,177,117,0
56635,298,67,1
56636,91,54,0
56637,272,66,1
56638,375,58,1
56639,104,47,0
56640,215,106,1
56641,298,76,1
56642,245,114,1
56643,174,91,0
56644,110,58,0
56645,314,112,1
56646,271,76,1
56647,329,61,1
56648,178,45,0
56649,140,69,0
56650,122,85,0
56651,397,86,1
56652,119,107,0
56653,333,63,1
56654,119,114,0
56655,134,90,0
56656,99,70,0
56657,336,68,1
56658,108,65,0
56659,81,73,0
56660,145,89,0
56661,259,98,1
56662,339,93,1
56663,210,83,1
56664,107,56,0
56665,93,113,0
56666,376,68,1
56667,217,46,1
56668,226,43,1
56669,86,47,0
56670,110,112,0
56671,174,97,0
56672,86,55,0
56673,129,50,0
56674,83,72,0
56675,116,45,0
56676,95,106,0
56677,106,109,0
56678,233,110,1
56679,156,116,0
56680,340,87,1
56681,135,87,0
56682,233,43,1
56683,179,105,0
56684,354,67,1
56685,318,75,1
56686,113,105,0
56687,323,89,1
56688,175,46,0
56689,146,115,0
56690,281,83,1
56691,288,118,1
56692,205,117,1
56693,99,99,0
56694,269,113,1
56695,300,42,1
56696,334,56,1
56697,110,106,0
56698,344,40,1
56699,138,110,0
56700,99,73,0
56701,254,47,1
56702,231,45,1
56703,111,67,0
56704,208,75,1
56705,328,83,1
56706,287,58,1
56707,152,105,0
56708,130,54,0
56709,277,99,1
56710,88,76,0
56711,86,103,0
56712,358,98,1
56713,152,109,0
56714,110,80,0
56715,117,77,0
56716,95,85,0
56717,289,117,1
56718,166,102,0
56719,169,88,0
56720,176,74,0
56721,139,108,0
56722,241,103,1
56723,150,107,0
56724,126,114,0
56725,147,79,0
56726,122,110,0
56727,374,98,1
56728,112,44,0
56729,165,111,0
56730,156,103,0
56731,245,95,1
56732,287,49,1
56733,288,77,1
56734,102,93,0
56735,138,85,0
56736,165,40,0
56737,109,104,0
56738,124,79,0
56739,143,68,0
56740,217,47,1
56741,215,70,1
56742,175,75,0
56743,116,87,0
56744,82,44,0
56745,95,85,0
56746,307,71,1
56747,127,119,0
56748,345,82,1
56749,144,110,0
56750,150,76,0
56751,90,87,0
56752,351,116,1
56753,228,58,1
56754,388,42,1
56755,255,62,1
56756,380,54,1
56757,135,41,0
56758,94,65,0
56759,136,60,0
56760,96,116,0
56761,171,96,0
56762,248,85,1
56763,157,53,0
56764,86,85,0
56765,280,87,1
56766,312,76,1
56767,150,85,0
56768,172,112,0
56769,323,92,1
56770,240,71,1
56771,201,51,1
56772,322,92,1
56773,237,94,1
56774,127,91,0
56775,151,40,0
56776,154,75,0
56777,128,51,0
56778,202,93,1
56779,100,43,0
56780,94,83,0
56781,130,67,0
56782,105,77,0
56783,361,50,1
56784,262,70,1
56785,118,40,0
56786,174,65,0
56787,115,104,0
56788,349,101,1
56789,111,42,0
56790,156,61,0
56791,109,88,0
56792,300,68,1
56793,159,110,0
56794,87,62,0
56795,121,56,0
56796,305,59,1
56797,125,77,0
56798,136,73,0
56799,392,61,1
56800,301,97,1
56801,105,88,0
56802,394,101,1
56803,106,112,0
56804,250,73,1
56805,377,41,1
56806,388,118,1
56807,97,54,0
56808,130,61,0
56809,394,100,1
56810,83,114,0
56811,121,68,0
56812,335,82,1
56813,273,107,1
56814,132,41,0
56815,158,90,0
56816,85,66,0
56817,330,63,1
56818,179,98,0
56819,138,40,0
56820,116,62,0
56821,145,104,0
56822,303,70,1
56823,162,61,0
56824,219,53,1
56825,312,111,1
56826,212,95,1
56827,159,47,0
56828,95,104,0
56829,117,117,0
56830,175,74,0
56831,229,82,1
56832,130,89,0
56833,372,67,1
56834,143,45,0
56835,157,67,0
56836,173,89,0
56837,128,75,0
56838,101,43,0
56839,149,56,0
56840,367,73,1
56841,145,86,0
56842,128,81,0
56843,143,105,0
56844,304,54,1
56845,124,62,0
56846,297,44,1
56847,108,116,0
56848,85,45,0
56849,129,57,0
56850,215,47,1
56851,293,42,1
56852,85,107,0
56853,392,48,1
56854,119,92,0
56855,358,84,1
56856,155,108,0
56857,109,59,0
56858,352,79,1
56859,156,56,0
56860,123,56,0
56861,88,77,0
56862,136,81,0
56863,122,103,0
56864,93,68,0
56865,265,49,1
56866,249,50,1
56867,178,59,0
56868,326,80,1
56869,369,68,1
56870,120,47,0
56871,144,109,0
56872,132,59,0
56873,213,114,1
56874,86,41,0
56875,219,108,1
56876,145,73,0
56877,127,92,0
56878,135,52,0
56879,359,96,1
56880,253,64,1
56881,169,87,0
56882,270,104,1
56883,306,94,1
56884,160,65,0
56885,145,111,0
56886,334,76,1
56887,141,41,0
56888,112,50,0
56889,104,82,0
56890,134,117,0
56891,88,70,0
56892,221,92,1
56893,162,61,0
56894,152,91,0
56895,162,97,0
56896,174,91,0
56897,276,117,1
56898,157,109,0
56899,349,62,1
56900,83,40,0
56901,269,110,1
56902,115,106,0
56903,232,40,1
56904,118,55,0
56905,112,112,0
56906,382,78,1
56907,133,94,0
56908,110,64,0
56909,178,88,0
56910,134,111,0
56911,91,95,0
56912,269,107,1
56913,397,100,1
56914,121,54,0
56915,81,54,0
56916,130,100,0
56917,120,59,0
56918,302,108,1
56919,173,98,0
56920,228,71,1
56921,143,68,0
56922,293,76,1
56923,157,52,0
56924,328,41,1
56925,376,78,1
56926,157,57,0
56927,143,99,0
56928,333,91,1
56929,133,64,0
56930,350,46,1
56931,175,107,0
56932,155,65,0
56933,162,56,0
56934,384,114,1
56935,140,70,0
56936,145,44,0
56937,306,93,1
56938,122,98,0
56939,133,61,0
56940,297,100,1
56941,387,109,1
56942,148,43,0
56943,118,90,0
56944,385,44,1
56945,94,107,0
56946,100,93,0
56947,391,105,1
56948,81,110,0
56949,269,107,1
56950,306,58,1
56951,98,61,0
56952,130,101,0
56953,244,55,1
56954,151,57,0
56955,96,55,0
56956,360,91,1
56957,168,106,0
56958,142,66,0
56959,179,55,0
56960,149,110,0
56961,300,101,1
56962,99,66,0
56963,163,43,0
56964,122,106,0
56965,361,98,1
56966,169,50,0
56967,167,59,0
56968,85,99,0
56969,286,105,1
56970,380,116,1
56971,306,96,1
56972,329,102,1
56973,104,45,0
56974,354,43,1
56975,118,70,0
56976,373,84,1
56977,134,84,0
56978,146,104,0
56979,391,51,1
56980,117,59,0
56981,245,66,1
56982,83,113,0
56983,319,85,1
56984,312,59,1
56985,265,99,1
56986,92,66,0
56987,257,46,1
56988,169,102,0
56989,336,52,1
56990,138,95,0
56991,362,53,1
56992,177,82,0
56993,347,102,1
56994,323,72,1
56995,135,49,0
56996,160,58,0
56997,80,52,0
56998,335,69,1
56999,168,105,0
57000,261,52,1
57001,175,109,0
57002,227,62,1
57003,95,41,0
57004,271,49,1
57005,235,113,1
57006,80,62,0
57007,317,97,1
57008,81,46,0
57009,104,87,0
57010,99,106,0
57011,88,115,0
57012,134,49,0
57013,261,47,1
57014,179,45,0
57015,391,100,1
57016,90,93,0
57017,133,99,0
57018,161,64,0
57019,228,117,1
57020,81,45,0
57021,155,111,0
57022,293,88,1
57023,230,60,1
57024,117,66,0
57025,173,102,0
57026,106,100,0
57027,163,48,0
57028,358,62,1
57029,204,67,1
57030,149,95,0
57031,203,54,1
57032,339,70,1
57033,106,40,0
57034,360,88,1
57035,357,110,1
57036,174,47,0
57037,293,107,1
57038,93,91,0
57039,122,110,0
57040,177,84,0
57041,148,98,0
57042,292,78,1
57043,150,61,0
57044,134,52,0
57045,96,70,0
57046,397,48,1
57047,170,99,0
57048,84,76,0
57049,174,76,0
57050,253,50,1
57051,139,64,0
57052,127,77,0
57053,85,103,0
57054,146,117,0
57055,161,47,0
57056,115,114,0
57057,146,45,0
57058,248,81,1
57059,80,74,0
57060,146,54,0
57061,127,49,0
57062,87,112,0
57063,91,76,0
57064,293,73,1
57065,112,96,0
57066,217,90,1
57067,176,97,0
57068,371,46,1
57069,96,114,0
57070,179,114,0
57071,167,91,0
57072,254,112,1
57073,210,46,1
57074,321,98,1
57075,102,62,0
57076,89,78,0
57077,87,44,0
57078,312,56,1
57079,294,74,1
57080,352,111,1
57081,369,46,1
57082,114,90,0
57083,166,58,0
57084,160,77,0
57085,131,68,0
57086,155,81,0
57087,128,75,0
57088,291,78,1
57089,249,87,1
57090,330,80,1
57091,310,70,1
57092,149,104,0
57093,155,99,0
57094,101,95,0
57095,261,78,1
57096,309,82,1
57097,120,80,0
57098,393,88,1
57099,124,79,0
57100,99,91,0
57101,101,43,0
57102,116,117,0
57103,133,58,0
57104,321,79,1
57105,159,96,0
57106,155,83,0
57107,317,65,1
57108,374,47,1
57109,275,88,1
57110,178,75,0
57111,171,100,0
57112,92,56,0
57113,92,111,0
57114,358,100,1
57115,200,40,1
57116,168,91,0
57117,241,109,1
57118,92,64,0
57119,316,73,1
57120,213,62,1
57121,155,58,0
57122,177,92,0
57123,115,52,0
57124,277,97,1
57125,243,111,1
57126,100,45,0
57127,154,49,0
57128,251,59,1
57129,251,98,1
57130,275,83,1
57131,251,67,1
57132,122,85,0
57133,121,104,0
57134,145,46,0
57135,112,41,0
57136,117,105,0
57137,135,54,0
57138,144,77,0
57139,159,40,0
57140,315,85,1
57141,156,113,0
57142,150,102,0
57143,333,84,1
57144,134,89,0
57145,321,62,1
57146,370,73,1
57147,137,82,0
57148,153,100,0
57149,226,64,1
57150,161,111,0
57151,366,83,1
57152,238,57,1
57153,175,78,0
57154,240,107,1
57155,120,86,0
57156,152,66,0
57157,90,119,0
57158,272,54,1
57159,162,47,0
57160,122,78,0
57161,315,52,1
57162,105,52,0
57163,126,86,0
57164,283,118,1
57165,91,85,0
57166,122,114,0
57167,165,112,0
57168,259,84,1
57169,225,49,1
57170,83,117,0
57171,80,49,0
57172,237,78,1
57173,162,79,0
57174,133,91,0
57175,92,84,0
57176,102,44,0
57177,344,118,1
57178,95,94,0
57179,398,50,1
57180,142,106,0
57181,93,45,0
57182,164,75,0
57183,338,40,1
57184,359,71,1
57185,103,69,0
57186,229,58,1
57187,228,111,1
57188,153,43,0
57189,170,99,0
57190,127,102,0
57191,131,80,0
57192,114,107,0
57193,359,60,1
57194,267,53,1
57195,123,100,0
57196,395,72,1
57197,105,45,0
57198,149,116,0
57199,159,104,0
57200,387,115,1
57201,178,85,0
57202,94,109,0
57203,271,90,1
57204,107,86,0
57205,102,71,0
57206,217,53,1
57207,206,101,1
57208,131,60,0
57209,104,93,0
57210,142,96,0
57211,84,109,0
57212,178,110,0
57213,179,63,0
57214,139,78,0
57215,258,79,1
57216,246,79,1
57217,284,61,1
57218,342,101,1
57219,213,71,1
57220,300,93,1
57221,82,50,0
57222,94,71,0
57223,110,62,0
57224,96,107,0
57225,159,91,0
57226,353,47,1
57227,158,98,0
57228,163,81,0
57229,227,53,1
57230,341,61,1
57231,110,112,0
57232,308,55,1
57233,258,59,1
57234,357,85,1
57235,163,100,0
57236,124,86,0
57237,127,96,0
57238,372,50,1
57239,339,94,1
57240,218,61,1
57241,137,69,0
57242,385,72,1
57243,100,111,0
57244,149,87,0
57245,146,80,0
57246,129,49,0
57247,209,58,1
57248,96,98,0
57249,87,54,0
57250,116,69,0
57251,87,101,0
57252,228,82,1
57253,264,116,1
57254,323,45,1
57255,103,91,0
57256,215,92,1
57257,91,114,0
57258,123,101,0
57259,377,84,1
57260,93,96,0
57261,360,55,1
57262,206,61,1
57263,121,65,0
57264,85,111,0
57265,87,51,0
57266,144,61,0
57267,255,94,1
57268,216,89,1
57269,176,91,0
57270,160,64,0
57271,232,73,1
57272,144,113,0
57273,162,46,0
57274,158,71,0
57275,116,106,0
57276,95,56,0
57277,168,118,0
57278,285,86,1
57279,348,101,1
57280,330,89,1
57281,165,105,0
57282,86,68,0
57283,90,87,0
57284,167,88,0
57285,108,95,0
57286,364,99,1
57287,92,58,0
57288,167,110,0
57289,386,112,1
57290,233,75,1
57291,143,81,0
57292,81,106,0
57293,171,73,0
57294,234,100,1
57295,139,67,0
57296,305,109,1
57297,82,47,0
57298,121,114,0
57299,96,44,0
57300,360,45,1
57301,154,101,0
57302,152,117,0
57303,171,116,0
57304,390,88,1
57305,127,79,0
57306,157,91,0
57307,247,90,1
57308,100,95,0
57309,177,101,0
57310,296,95,1
57311,261,80,1
57312,162,93,0
57313,134,41,0
57314,374,64,1
57315,391,108,1
57316,372,42,1
57317,330,85,1
57318,164,62,0
57319,239,115,1
57320,130,62,0
57321,133,88,0
57322,344,117,1
57323,134,56,0
57324,279,45,1
57325,111,45,0
57326,135,62,0
57327,167,67,0
57328,243,107,1
57329,233,82,1
57330,145,41,0
57331,158,69,0
57332,143,113,0
57333,127,65,0
57334,309,63,1
57335,264,49,1
57336,156,67,0
57337,127,60,0
57338,322,58,1
57339,92,43,0
57340,223,90,1
57341,110,115,0
57342,334,97,1
57343,106,91,0
57344,122,116,0
57345,212,107,1
57346,143,81,0
57347,89,46,0
57348,390,78,1
57349,98,40,0
57350,206,47,1
57351,272,45,1
57352,116,98,0
57353,340,61,1
57354,320,71,1
57355,92,112,0
57356,256,104,1
57357,101,101,0
57358,395,84,1
57359,126,70,0
57360,159,106,0
57361,101,79,0
57362,124,67,0
57363,345,73,1
57364,329,70,1
57365,310,67,1
57366,162,89,0
57367,268,83,1
57368,165,49,0
57369,295,63,1
57370,80,102,0
57371,104,99,0
57372,215,66,1
57373,139,55,0
57374,128,108,0
57375,221,106,1
57376,356,80,1
57377,387,43,1
57378,123,84,0
57379,132,97,0
57380,84,83,0
57381,114,67,0
57382,114,58,0
57383,110,117,0
57384,155,51,0
57385,169,78,0
57386,363,114,1
57387,356,65,1
57388,148,119,0
57389,96,103,0
57390,361,82,1
57391,133,62,0
57392,222,85,1
57393,376,87,1
57394,142,111,0
57395,149,66,0
57396,101,101,0
57397,327,104,1
57398,156,103,0
57399,152,72,0
57400,381,119,1
57401,368,91,1
57402,153,109,0
57403,395,48,1
57404,174,96,0
57405,293,102,1
57406,395,103,1
57407,234,111,1
57408,209,115,1
57409,159,73,0
57410,107,75,0
57411,368,93,1
57412,85,117,0
57413,114,78,0
57414,126,99,0
57415,388,114,1
57416,113,73,0
57417,361,47,1
57418,281,78,1
57419,158,54,0
57420,177,100,0
57421,376,84,1
57422,268,74,1
57423,85,97,0
57424,360,77,1
57425,142,110,0
57426,92,62,0
57427,161,74,0
57428,116,100,0
57429,83,102,0
57430,170,70,0
57431,131,117,0
57432,169,40,0
57433,109,78,0
57434,325,44,1
57435,113,92,0
57436,286,64,1
57437,160,77,0
57438,120,106,0
57439,113,72,0
57440,244,41,1
57441,140,77,0
57442,119,117,0
57443,175,116,0
57444,148,88,0
57445,102,43,0
57446,116,117,0
57447,179,110,0
57448,159,59,0
57449,315,57,1
57450,143,48,0
57451,373,59,1
57452,122,54,0
57453,355,98,1
57454,88,44,0
57455,107,103,0
57456,172,99,0
57457,381,109,1
57458,216,60,1
57459,374,71,1
57460,90,108,0
57461,166,75,0
57462,373,114,1
57463,389,106,1
57464,179,116,0
57465,214,77,1
57466,235,72,1
57467,127,112,0
57468,282,67,1
57469,396,60,1
57470,146,90,0
57471,119,87,0
57472,318,103,1
57473,205,46,1
57474,157,118,0
57475,121,50,0
57476,371,93,1
57477,335,41,1
57478,177,52,0
57479,137,41,0
57480,96,74,0
57481,381,90,1
57482,159,63,0
57483,253,107,1
57484,385,59,1
57485,178,97,0
57486,154,112,0
57487,159,55,0
57488,390,65,1
57489,221,46,1
57490,81,73,0
57491,155,49,0
57492,226,81,1
57493,252,103,1
57494,264,45,1
57495,127,61,0
57496,387,90,1
57497,138,68,0
57498,235,76,1
57499,263,117,1
57500,138,70,0
57501,177,68,0
57502,160,109,0
57503,143,76,0
57504,146,42,0
57505,377,68,1
57506,112,84,0
57507,137,95,0
57508,290,102,1
57509,109,58,0
57510,84,64,0
57511,92,96,0
57512,179,94,0
57513,289,108,1
57514,246,41,1
57515,176,111,0
57516,132,47,0
57517,354,66,1
57518,107,93,0
57519,286,66,1
57520,114,77,0
57521,377,119,1
57522,171,106,0
57523,119,96,0
57524,157,62,0
57525,98,91,0
57526,304,69,1
57527,119,66,0
57528,80,77,0
57529,229,56,1
57530,231,53,1
57531,384,114,1
57532,117,65,0
57533,170,75,0
57534,104,70,0
57535,115,60,0
57536,104,66,0
57537,122,105,0
57538,394,96,1
57539,112,50,0
57540,137,47,0
57541,166,109,0
57542,122,76,0
57543,88,94,0
